지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
263,의령군,2020-03,9.1,16.6,1.6,59,33,1.8,11.8,67.33,536.73,11.8
263,의령군,2020-04,11.8,19.5,3.6,53,51.3,2.2,11.2,65.33,641.52,16.9
263,의령군,2020-05,18.7,25.3,12.5,69,63.5,1.5,8.5,46.61,591.37,22.7
263,의령군,2020-06,24,30.4,18.5,70,180.2,1.4,6.1,47.68,619.47,28.3
263,의령군,2020-07,23.3,27.4,20.5,85,559.5,.9,6.7,17.54,376.2,25.6
263,의령군,2020-08,27.7,32.5,24.2,82,346.6,1.4,8.6,38.06,487.45,29.4
263,의령군,2020-09,20.7,26.3,16.3,81,317.8,1.4,11.9,37.63,377.09,22.5
263,의령군,2020-10,14.3,22.4,8.1,71,23.5,1.2,7.9,69.05,464.89,16.5
263,의령군,2020-11,8.9,16.8,2.4,67,24.8,1.2,8.6,62.78,316.97,9.9
263,의령군,2020-12,.7,9.5,-5.4,62,9.2,1.6,10.2,66.52,308.93,1.4
263,의령군,2021-01,.6,8.2,-5.9,61,14.7,2,12.5,62.28,324.12,.8
263,의령군,2021-02,4.9,13.1,-2.2,53,25.1,2.3,12.9,65.48,384.57,5.2
263,의령군,2021-03,10.1,17.6,2.8,58,132.2,1.9,9.4,56.38,496.53,11.3
263,의령군,2021-04,14,22,6.3,52,64,2,10.4,56.4,603.75,16.9
263,의령군,2021-05,18.3,24.8,12,67,102.7,2,10,43.37,609.45,21.3
263,의령군,2021-06,23.1,29,18,74,73,1.5,5.6,41,591.49,26.4
263,의령군,2021-07,26.9,32.3,22.5,80,389.9,1.5,8.7,41.81,595.07,30.1
263,의령군,2021-08,26.3,31.8,22.5,80,207.1,1.4,7.9,34.99,513,29.5
263,의령군,2021-09,21.8,27.1,18,82,94.3,,9.7,28.31,369.25,24
263,의령군,2021-10,15.6,23.8,9.9,79,57.3,1.3,5.9,59.25,432.93,18.3
263,의령군,2021-11,8,17,1.5,71,43.2,1.6,9,64.09,323.96,9.1
263,의령군,2021-12,2,10.6,-4.5,63,2,1.9,11.8,68.56,316.55,3
263,의령군,2022-01,-.1,8.7,-7.1,48,,1.6,8.7,70.45,351,1.4
263,의령군,2022-02,1.3,9.3,-6.3,37,.2,2.6,10.1,78.05,428.21,3.6
263,의령군,2022-03,9.1,16.8,1.4,55,81.3,2.2,9.3,54.16,488.51,10.8
263,의령군,2022-04,14.7,22.4,7,56,54,1.9,7.4,56.04,592.55,18.4
263,의령군,2022-05,19.3,27.6,11.1,54,.5,1.9,10,62.1,760.45,25.1
263,의령군,2022-06,23.5,29,19,72,90.2,2.2,7.5,38.58,576.01,27.3
263,의령군,2022-07,27.1,32.4,22.6,77,143.8,1.4,9.3,36.47,571.05,28.6
263,의령군,2022-08,26.6,30.9,22.9,86,191.2,1.7,7.7,30.63,475.17,27.9
263,의령군,2022-09,21.5,27.6,16.6,80,136.1,1.5,13.2,40.08,450.55,24.5
263,의령군,2022-10,14.6,23,8.1,73,24.4,1.5,8.7,69.26,482,18.4
264,함양군,2014-07,25,30.5,20.7,80,189.8,.9,5.6,32.44,512.43,26.9
264,함양군,2014-08,23.3,27.6,20.1,88,459.8,.8,6.1,24.1,396.37,25
264,함양군,2014-09,19.6,26.5,14.6,85,111.2,.5,5,44.19,465.85,23
264,함양군,2014-10,13.1,21.4,6.8,83,115.1,.7,8.3,52.75,404.02,14.9
264,함양군,2014-11,7.8,15.2,2,79,81.8,1,8.1,49.14,282.96,7.6
264,함양군,2014-12,-.1,5.4,-4.9,71,14.2,2.2,9.6,52.32,267.88,.1
264,함양군,2015-01,.5,6,-4.2,70,23.4,2,7.4,55.41,290.54,.2
264,함양군,2015-02,1.8,7.6,-3.4,68,16.7,2.1,9.6,52.9,328.81,2
264,함양군,2015-03,6.3,14.4,-1.1,61,49.9,1.7,9.4,64.2,539.27,7.3
264,함양군,2015-04,12.6,19.6,6.8,75,147.5,1.2,8.9,38.46,441.07,13.7
264,함양군,2015-05,18.2,25.9,10.2,68,54,1.3,9.1,61.53,716.55,21.6
264,함양군,2015-06,20.9,27.1,15.6,80,103.3,.8,5.5,31.41,509.61,24.5
264,함양군,2015-07,24.6,30,20.4,82,175.2,1,7.7,33.87,520.44,26
264,함양군,2015-08,25.1,31.6,20.3,80,120.8,.6,4.5,38.15,528.73,27.6
264,함양군,2015-09,19.5,27,13.9,79,46.1,.6,6,46.81,471.43,21.9
264,함양군,2015-10,13.5,22.4,7.1,79,89.6,1,7.6,64.55,442.92,14.5
264,함양군,2015-11,9.7,14.7,5.4,87,110.9,.8,5.7,25.73,197.05,9.8
264,함양군,2015-12,3.2,8.9,-1.4,79,48,1.4,6.8,44.13,230.09,2.9
264,함양군,2016-01,.2,4.9,-4.4,65,25.1,2,7.2,49.81,262.09,-.1
264,함양군,2016-02,2.2,8.2,-3.1,61,34.4,2.2,7.9,55.88,362.19,1.9
264,함양군,2016-03,7.8,15.3,.7,59,59.8,1.3,7.4,58.36,508.39,8.3
264,함양군,2016-04,14.3,21.7,7.6,66,168.2,1.5,12.1,48.58,530.34,14.9
264,함양군,2016-05,18.1,26,10.4,70,70.1,1.4,9.8,58.83,674.8,21.6
264,함양군,2016-06,21.8,27.4,17,81,74,.9,6.2,36.49,536.32,25.8
264,함양군,2016-07,25.6,31,21.3,85,211,.8,6.7,39.66,576.29,29.1
264,함양군,2016-08,26.1,33,20.9,79,53.2,1,7.7,54.38,622.51,31.5
264,함양군,2016-09,20.8,26,17.1,88,226.6,.5,4.5,26.63,346.68,22.5
264,함양군,2016-10,15.5,21.8,11.1,84,175.1,.7,5.7,28.69,301.16,16.2
264,함양군,2016-11,7.7,15,1.4,73,8.5,1.1,6.4,47.72,280.54,7.2
264,함양군,2016-12,2.9,9.5,-3,70,22,1.6,8.1,51.05,255.08,2.2
264,함양군,2017-01,.6,7.2,-5.3,63,4.1,1.9,7.9,60.46,319.87,.1
264,함양군,2017-02,2.3,9.3,-4.1,57,30.3,2.3,8.4,66.47,394.57,2
264,함양군,2017-03,6.4,14.3,-.8,58,23,1.5,7.9,57.88,510.09,7.9
264,함양군,2017-04,13.7,21.6,6,62,30.3,1.6,7.6,58.64,582.67,14.5
264,함양군,2017-05,18.1,26.1,9.8,66,25.8,1.5,8,59.66,686.55,21.6
264,함양군,2017-06,21.9,29.2,14.9,69,28,1.4,6.6,53.89,672.21,26.7
264,함양군,2017-07,26.2,31.7,22.3,88,161.4,.8,7.4,29.76,502.11,27.7
264,함양군,2017-08,25.2,31.1,20.6,86,131.8,.8,6.3,44.07,554.06,28.3
264,함양군,2017-09,19.2,26.6,13.3,84,97.9,.8,5.3,49.96,487.48,21.1
264,함양군,2017-10,14.1,21.6,9.1,85,61.2,.6,5.2,35.48,305.63,15.4
264,함양군,2017-11,6.5,14.7,-.9,69,1.9,1.5,7,63.31,304.05,6.3
264,함양군,2017-12,-.2,6.2,-6.2,66,18.9,1.9,7.2,56.23,278.17,-.6
264,함양군,2018-01,-1.6,4.3,-6.8,67,23.5,2,8.2,58.32,309.96,-1.1
264,함양군,2018-02,0,7.2,-7.2,57,35.8,1.8,7,62.55,368.97,.2
264,함양군,2018-03,8,15.8,.6,74,125,1.4,10.5,57.96,495.47,8.2
264,함양군,2018-04,13.3,20.8,5.4,69,145.8,1.7,8.1,56.63,563.61,14.5
264,함양군,2018-05,18,24.6,11.3,77,105,1.2,8.1,44.48,596.7,20.7
264,함양군,2018-06,22.5,29.3,16.6,75,161.5,.9,5,46.37,615.61,26.7
264,함양군,2018-07,26.5,32.5,21.8,85,202.1,.8,6.2,49.32,624.47,30.4
264,함양군,2018-08,26.2,32.1,21.6,87,416.2,.9,7.2,44.75,534.35,29.9
264,함양군,2018-09,19.4,25.2,14.7,88,140.7,.7,5,36.83,416.23,20.9
264,함양군,2018-10,11.9,19.8,5.8,82,263,1.1,7,57.58,424.57,13.1
264,함양군,2018-11,6.6,15.4,.3,82,28.1,.6,6.1,53.51,296.65,6.2
264,함양군,2018-12,1.6,8,-3.9,68,20,1.5,6.8,53.73,271.95,1
264,함양군,2019-01,.7,7.7,-5.5,63,16,1.9,7.8,67.53,335.21,-.3
264,함양군,2019-02,2.7,9.7,-3.5,65,35.7,1.6,6.8,59.95,363.58,2.6
264,함양군,2019-03,7.6,14.9,.3,65,41.9,1.9,9,59.88,509.88,7.3
264,함양군,2019-04,12.2,19.1,5.3,69,110.7,1.4,6.3,45.94,514.25,13.6
264,함양군,2019-05,18,26.4,9.4,64,78,1.4,6.9,67.85,737.24,20.5
264,함양군,2019-06,21.4,27.9,15.8,81,137,.9,5.8,49.34,636.28,25.3
264,함양군,2019-07,24.2,29.1,20.2,89,334.3,.8,5.5,31.61,510.1,26.3
264,함양군,2019-08,25.4,31.1,20.9,89,87.9,.8,4.5,44.46,547.46,28.4
264,함양군,2019-09,21.3,26.8,17.2,93,348.9,.6,7.1,32.52,380.02,22.9
264,함양군,2019-10,14.7,21.9,9.1,82,233.7,.9,6,51.11,394.16,16.1
264,함양군,2019-11,8.1,16.4,1.4,70,13.1,1.1,7.4,52.47,305.28,8
264,함양군,2019-12,2.2,9.5,-3.5,64,27.4,1.3,6.8,58,271.98,1.5
264,함양군,2020-01,2.8,9,-2,67,95.6,1.4,9.9,46.15,256.52,1.9
264,함양군,2020-02,3.8,10.5,-2.2,63,45.3,1.7,7.9,59.58,367.18,3.6
264,함양군,2020-03,8,15.4,.6,57,31,1.9,10,63.26,542.04,8.4
264,함양군,2020-04,10.4,18.2,2.7,52,60.1,2.1,9.4,65.09,569,13.1
264,함양군,2020-05,18,24.6,11.7,68,62.7,1.4,7.6,53.91,652.88,20.3
264,함양군,2020-06,23.1,29.4,17.9,74,171.5,1.1,7,46.4,614.47,26.4
264,함양군,2020-07,22.6,26.7,19.5,85,605.8,.6,4.3,16.75,384.7,24.5
264,함양군,2020-08,26.4,32,22.7,84,618,.7,4.7,38.27,492.95,28.5
264,함양군,2020-09,19.3,25.2,15,82,177.5,.8,10.7,35.12,400.2,21.4
264,함양군,2020-10,13.1,21.6,6.6,70,12.8,.9,6,62.5,455.61,14.7
264,함양군,2020-11,7.9,15.6,1.8,66,26.2,1.3,7.8,56.2,305.48,7.1
264,함양군,2020-12,.8,7.7,-4.9,60,4.1,1.6,7.1,60.86,292.6,-.2
264,함양군,2021-01,-.5,6.1,-6.4,65,24.7,1.8,8.4,54.53,303.4,.2
264,함양군,2021-02,3.9,10.9,-2.3,53,27.9,2.6,11.2,60.75,375.05,3.9
264,함양군,2021-03,9,16.3,2.1,61,68.3,1.8,8.4,54.08,491,9.9
264,함양군,2021-04,13.3,20.6,5.9,50,37.2,2.1,8.3,57.45,621.35,15.6
264,함양군,2021-05,16.8,23.5,10.2,66,108.3,1.9,8.3,44.02,583.18,19.1
264,함양군,2021-06,22.1,28.2,17,74,112.7,1.2,5.9,40.56,617.09,25.3
264,함양군,2021-07,25.8,31.3,21.5,80,196.1,1.1,6,39.79,614.17,29.2
264,함양군,2021-08,24.9,30.5,21.3,83,229.7,1,5.3,29.02,481.07,27.9
264,함양군,2021-09,21.1,26.2,17.2,81,105.5,1.1,6.5,31.35,388.56,22.9
264,함양군,2021-10,14.4,22.8,8.5,71,59.6,1,5.3,56.34,429.24,16.4
264,함양군,2021-11,7.2,15.5,1.3,65,43.5,1.8,7.2,53.3,308.03,7.5
264,함양군,2021-12,2,9.2,-3.9,52,1.4,2.3,7.6,56.03,291.41,2
264,함양군,2022-01,-.1,7.1,-6.4,48,,2.1,7.7,64.74,351.07,.8
264,함양군,2022-02,.4,7.2,-5.7,40,1,2.8,7.4,68.41,413.45,2.4
264,함양군,2022-03,8,15.7,.6,54,84.9,2,9.4,50.47,478.64,9.2
264,함양군,2022-04,14.1,22.4,6.1,61,44,1.7,7,58.44,629.06,16.7
264,함양군,2022-05,18.4,26.4,9.9,54,1.7,1.9,7.2,67.26,791.13,23.4
264,함양군,2022-06,23,29.1,17.7,74,109.1,1.5,6.2,38.02,605.72,27
264,함양군,2022-07,26.2,31.3,21.7,83,161.7,1.4,6.2,37.98,591.16,30.1
264,함양군,2022-08,25.4,30.3,21.4,91,130.9,1.1,5.7,33.48,487.96,27.5
264,함양군,2022-09,20.4,26.7,15.4,77,196.3,.9,7.3,36.21,420.31,23
264,함양군,2022-10,13.3,21.9,6.6,67,20.3,1.1,7.2,61.14,458.1,16
284,거창,2014-07,23.9,29,19.6,77,170.9,1.5,9.2,39.45,,29.1
284,거창,2014-08,22.6,26.8,19.7,83,457.1,1.4,8.1,26.54,,25.8
284,거창,2014-09,19.1,25.7,14.1,79,126,1.2,5.2,47.73,,24.4
284,거창,2014-10,12.8,20.7,6.6,76,110.7,1.4,7.4,56.01,,16.6
284,거창,2014-11,7.2,14.5,1.3,72,69.4,1.3,7.1,58.36,,8.8
284,거창,2014-12,-.8,4.7,-5.9,57,13.6,2.2,9.5,61.41,,.3
284,거창,2015-01,-.4,5.8,-6,60,21.8,1.7,8.2,62.88,,.8
284,거창,2015-02,1.1,7.2,-4.3,56,21.6,2,8.5,61.5,,2.9
284,거창,2015-03,5.9,13.7,-1.4,49,52,2,10.5,68.52,,8.7
284,거창,2015-04,12.1,18.5,6.1,67,114,1.7,8.8,43.62,,15.2
284,거창,2015-05,18,25.5,10.3,57,53,1.9,8.1,66.54,,24.2
284,거창,2015-06,20.6,26.2,15.7,73,115.1,1.5,6.6,38.97,,27
284,거창,2015-07,23.7,28.5,19.6,83,248.6,1.6,11.3,39.94,,28
284,거창,2015-08,23.8,29.6,19.6,87,134.2,1.1,9.1,43.33,,28.5
284,거창,2015-09,19.2,25.7,14,81,42.6,1.2,5.8,46.46,,22.7
284,거창,2015-10,13.1,21.6,6.5,78,72.5,1.3,7,67.27,,15.3
284,거창,2015-11,9.1,13.8,5.2,88,104.8,.9,6,24.96,,10.3
284,거창,2015-12,2.7,8.4,-2.3,77,51,1.1,7.4,50.94,,3.2
284,거창,2016-01,-1.4,4.3,-6.4,64,20.7,1.5,8,56.71,,-.6
284,거창,2016-02,1.1,7.7,-4.6,59,40.4,1.7,8.2,63.31,,2.4
284,거창,2016-03,6.9,14.3,.1,60,59.2,1.3,7.5,59.25,,8.4
284,거창,2016-04,13.4,20.7,7.1,65,171.6,1.5,10.2,48.25,,15.9
284,거창,2016-05,17.9,25.5,10.4,64,61.2,1.6,8.9,62.06,,22.5
284,거창,2016-06,21.5,27,16.6,76,46.1,1.2,6.7,39.78,,26.7
284,거창,2016-07,24.9,30.3,21.1,83,285.3,1.1,8,36.93,,29.6
284,거창,2016-08,25.4,31.7,20.7,78,80.3,1.1,7.1,56.15,,32.8
284,거창,2016-09,20.3,25.1,17,87,258,.9,4.9,26.69,,23.6
284,거창,2016-10,14.5,20.4,10.2,84,160,.9,9.5,30.18,,17.2
284,거창,2016-11,6.5,13.6,.2,72,9.2,1,6.3,51.57,,8.3
284,거창,2016-12,1.7,8.5,-4.4,69,37.8,1.3,8.3,57.5,,2.1
284,거창,2017-01,-.6,6.4,-7.1,60,.7,1.6,7.2,66.2,,.1
284,거창,2017-02,1.3,8.5,-5.6,55,36.8,1.7,8.5,71.02,,2.5
284,거창,2017-03,5.7,13.2,-1.3,57,40.2,1.4,7.4,57.99,,7.1
284,거창,2017-04,13.3,20.9,5.7,59,51.9,1.8,7.6,58.33,,15.8
284,거창,2017-05,17.8,25.9,9.7,62,25.5,1.5,7.4,61.09,,23.6
284,거창,2017-06,21.6,28.8,15.1,66,56.3,1.4,7,54.12,,27.7
284,거창,2017-07,25.7,31.1,21.9,84,147.4,1,6.7,30.43,,29.4
284,거창,2017-08,24.7,30.4,20.4,81,159.2,1.1,5.8,45.43,,28.7
284,거창,2017-09,18.6,25.8,13,80,148.2,1.1,6.1,50.79,,22.4
284,거창,2017-10,14,20.9,9.2,80,99.9,1.1,7.2,42.09,,16.4
284,거창,2017-11,5.8,14.2,-1.5,64,1.8,1.5,7.4,67.88,,7.8
284,거창,2017-12,-1,5.6,-7.2,60,14.9,1.6,7.3,63.79,,-.4
284,거창,2018-01,-2.3,4.2,-7.9,61,18.8,1.5,7.6,64.54,,-.3
284,거창,2018-02,-.5,6.9,-7.5,47,28.2,1.8,8.5,67.63,,1
284,거창,2018-03,7.6,15.5,.3,69,113.7,1.4,7.5,52.28,,9.1
284,거창,2018-04,12.9,20.5,5.5,65,122.5,1.7,8.6,53.27,,15.2
284,거창,2018-05,17.7,24.1,11.4,72,89.5,1.6,9,45.74,,21
284,거창,2018-06,21.7,28.1,16,74,129.6,1.3,6.3,41.88,,26.7
284,거창,2018-07,26.3,32.1,21.6,80,95,1.1,5.4,50.18,,31.8
284,거창,2018-08,26.2,32.1,21.3,80,273.6,1.3,8.2,39.04,,30.5
284,거창,2018-09,19,24.5,14.2,83,140.2,1,6.1,29.77,,21.7
284,거창,2018-10,11.5,19.3,5.1,77,160.3,1.2,7.9,56.01,,14.6
284,거창,2018-11,6.3,15,-.2,76,24.8,.8,5.7,54.22,,7.1
284,거창,2018-12,.7,7.4,-5,63,19.4,1.3,6.9,57.96,,1.5
284,거창,2019-01,-.4,7.7,-7.4,58,13.1,1.4,7.6,73.98,,0
284,거창,2019-02,2.1,9.4,-4.2,58,29.5,1.3,6.4,62.12,,3.2
284,거창,2019-03,7.2,14.6,-.1,58,36,1.8,8.5,54.6,,8.8
284,거창,2019-04,11.6,18.6,4.8,65,103,1.5,7,45.38,,14.3
284,거창,2019-05,17.8,25.8,9.3,59,69,1.6,6.6,55.29,,22.1
284,거창,2019-06,21.1,27.4,15.6,76,147.5,1.1,5.1,38.13,,26.4
284,거창,2019-07,23.7,28.6,19.8,83,226.7,1.2,5.9,30.84,,27
284,거창,2019-08,25,30.5,20.5,82,92.3,1.1,5.6,45.17,,28.9
284,거창,2019-09,20.7,26,16.7,86,301.3,1.1,10.7,36.54,,23.2
284,거창,2019-10,14.4,21.4,8.9,81,167.1,1,5.6,51.17,,16.3
284,거창,2019-11,7.6,15.8,1,72,22.3,1.2,6.2,52.99,,8.4
284,거창,2019-12,1.7,9,-4.2,66,24.6,1.3,7.7,65.63,,1.8
284,거창,2020-01,1.9,8.2,-3.2,70,85.5,1.3,8,51.57,,2.1
284,거창,2020-02,3.2,10.2,-3.1,65,47.8,1.4,7.7,64.26,,4
284,거창,2020-03,7.7,14.9,.3,59,28.3,1.8,8.6,63.91,,9.1
284,거창,2020-04,10.3,17.9,2.5,52,48.3,2.1,8.9,70.39,,13.5
284,거창,2020-05,17.6,24,11.3,70,75.7,1.6,6.7,56,,20.7
284,거창,2020-06,22.5,28.8,17.1,76,181.4,1.2,6.6,50.76,,26.1
284,거창,2020-07,22.1,26.1,19.1,89,591.6,.9,5.6,20.86,,24.7
284,거창,2020-08,26.1,31.3,22.5,86,467,1.1,8.2,40.66,,28.8
284,거창,2020-09,18.8,24.7,14.4,84,160.7,1.1,8.4,36.12,,21.7
284,거창,2020-10,12.6,20.8,6.1,72,11.9,1.1,5.4,64.96,,16.6
284,거창,2020-11,7.3,14.8,.8,68,24.9,1.4,6.9,64.51,,8.1
284,거창,2020-12,-.3,7.1,-6.3,63,3.6,1.6,7,65.2,,.7
284,거창,2021-01,-1,5.7,-7.3,65,12.5,1.5,8,60.46,,-.1
284,거창,2021-02,3.2,10.9,-3.8,55,26.3,1.8,7.2,69.39,,3.7
284,거창,2021-03,8.7,15.9,1.8,66,82.5,1.5,7.9,57.45,,9.7
284,거창,2021-04,12.8,19.9,5.5,57,49.2,1.7,7.6,61.93,,15.4
284,거창,2021-05,16.4,23.3,9.9,71,102.5,1.6,8.4,48.55,,19.3
284,거창,2021-06,21.5,27.2,16.6,78,82.1,1.2,5,42.1,,24.9
284,거창,2021-07,25.1,30.6,21,82,211.3,1.1,8.3,49.08,,29.5
284,거창,2021-08,24.2,29.7,20.7,85,328.4,1,5.7,34.26,,27.5
284,거창,2021-09,20.3,25.7,16.4,84,91.9,1.1,5.6,33.15,,23
284,거창,2021-10,14,21.9,8.1,79,54.6,1,5.5,58.54,,17
284,거창,2021-11,7,15.1,.7,72,38.9,1.4,7.6,61.22,,7.7
284,거창,2021-12,1.6,8.7,-5.1,64,0,1.7,8.4,66.16,,1.9
284,거창,2022-01,-.8,6.9,-7.5,54,0,1.3,8,71.76,,.6
284,거창,2022-02,-.4,6.6,-7.1,48,.8,2,7.4,75.03,,2.1
284,거창,2022-03,7.8,15.4,.3,61,65.5,1.5,7.1,55.27,,9.4
284,거창,2022-04,13.6,21.8,5.7,60,44,1.5,6.2,59.3,,16.4
284,거창,2022-05,17.9,25.9,9.5,55,0,1.6,7,60.37,,24.3
284,거창,2022-06,22.5,28.5,17.2,74,63.2,1.5,6.1,45.88,,26.3
284,거창,2022-07,25.7,30.9,21.4,80,128.7,1.2,6.7,43.67,,29.6
284,거창,2022-08,24.9,29.8,21.1,83,120.2,1.1,6.3,34.67,,27.7
284,거창,2022-09,19.9,26.1,14.9,80,126.2,1.2,8.2,40.51,,23.3
284,거창,2022-10,12.8,21.1,6.2,75,22.5,1.2,6.8,64.71,,16.3
285,합천,2014-07,25,30.4,20.9,76,171,1.3,5.4,32.39,,29.7
285,합천,2014-08,23.7,28.1,20.5,80,484.7,1.3,6.4,21.27,,26.6
285,합천,2014-09,20.7,27,16,75,124.3,.9,4.5,42.73,,25.8
285,합천,2014-10,14.3,21.8,8.6,73,114.5,1.3,7.2,54.55,,17.4
285,합천,2014-11,8.1,15.6,2.6,71,69,1,5.5,51.81,,9.5
285,합천,2014-12,-.1,6.4,-5.3,57,4.1,1.4,6.1,56.65,,.3
285,합천,2015-01,.4,7.1,-5.3,61,19.1,1.1,6.1,56.39,,.7
285,합천,2015-02,1.9,8.8,-3.8,57,23,1.3,6,58.15,,3.2
285,합천,2015-03,7.3,15.2,-.2,51,47.5,1.4,8,68.84,,9.2
285,합천,2015-04,13,19.7,6.9,65,153.2,1.4,6,39.41,,15.7
285,합천,2015-05,19.1,26.8,11.6,57,76.9,1.4,6.1,60.39,,25.6
285,합천,2015-06,21.7,27.5,16.6,67,78.1,1.2,5.6,34.71,,28.3
285,합천,2015-07,24.6,29.8,20.5,73,185.1,1.5,6.2,32,,29.7
285,합천,2015-08,25.1,31.3,20.6,74,197.7,1.2,4.9,40.69,,30.5
285,합천,2015-09,19.9,26.6,14.9,75,80.4,1.1,5.6,45.75,,24
285,합천,2015-10,14.3,23.1,8,69,48.1,1,4.8,66.37,,17.9
285,합천,2015-11,10.3,15.4,6.4,78,92.9,.9,5.2,28.39,,12.3
285,합천,2015-12,3.3,9.6,-1.7,70,42.5,.9,5.9,47,,4.3
285,합천,2016-01,-1.1,5.5,-6.3,61,27.7,1.1,5.4,56.58,,.2
285,합천,2016-02,2,9.2,-3.9,53,34.9,1.4,7.7,64.33,,3.3
285,합천,2016-03,7.9,15.3,1.5,57,87.4,1.2,6.2,58.04,,11.5
285,합천,2016-04,14.3,21.6,8,60,206.9,1.4,7.5,50.1,,17.9
285,합천,2016-05,18.9,26.8,11.4,59,98.3,1.4,6.8,61.52,,25
285,합천,2016-06,22.6,28.5,17.6,68,49.9,1.2,5.2,40.11,,29.3
285,합천,2016-07,26.2,31.6,22.1,76,273.5,1.1,5.4,40.98,,31.8
285,합천,2016-08,27.1,33.9,22.1,69,101,1.1,6.4,61.87,,34.7
285,합천,2016-09,21.4,26.1,18.1,81,357.1,.9,5.2,28.83,,24.8
285,합천,2016-10,15.8,21.3,12,80,182.9,.8,6.7,32.74,,18.4
285,합천,2016-11,7.5,14.7,2,69,15.2,.9,4.2,52.01,,9.3
285,합천,2016-12,2.4,9.5,-3.2,65,70.8,1,5.2,56.91,,2.9
285,합천,2017-01,.3,7.7,-5.8,55,1.1,1.2,6.9,67.79,,1.2
285,합천,2017-02,2.4,9.9,-4.8,49,21.1,1.4,7.5,71.03,,4.5
285,합천,2017-03,6.9,14.3,0,52,34.4,1.3,6.4,64.65,,10
285,합천,2017-04,14.6,22.1,7.1,54,55.8,1.6,7.6,60.26,,18.4
285,합천,2017-05,19.4,27.6,11.2,53,28.6,1.4,6.1,64.94,,26.8
285,합천,2017-06,22.9,30.6,16,56,164.6,1.4,7,56.93,,30.8
285,합천,2017-07,27.1,32.7,22.8,77,113.6,1.2,6,35.39,,31
285,합천,2017-08,25.9,32,21.3,76,158.2,1,5.3,50.25,,30.6
285,합천,2017-09,20.3,27.2,14.6,74,106.5,1,4.9,53.59,,24.6
285,합천,2017-10,15.4,22,10.6,76,83.3,1,7.1,45,,18.2
285,합천,2017-11,6.5,15.4,-.4,61,.2,1,5.2,68.97,,7.9
285,합천,2017-12,-.3,7.2,-6.5,52,12.6,1.2,5.3,65.58,,-.3
285,합천,2018-01,-1.6,5.4,-7.2,56,19.7,1.2,6.2,64.11,,-.4
285,합천,2018-02,.4,8.3,-6.7,43,35,1.3,6.6,66.44,,1.8
285,합천,2018-03,8.5,16.4,1.3,63,124.2,1.5,9,58.66,,9.8
285,합천,2018-04,14.1,21.5,6.8,59,137.2,1.6,7,60.52,,17.3
285,합천,2018-05,18.8,25.2,12.5,64,88.8,1.6,6.2,46.77,,23.3
285,합천,2018-06,22.9,29.4,17,65,123.7,1.3,4.8,44.95,,28.5
285,합천,2018-07,27.6,33.4,22.6,71,206.9,1.3,4.8,55.75,,34.6
285,합천,2018-08,27.3,33.6,22.2,73,319,1.3,5.7,51.17,,33
285,합천,2018-09,20.3,26,15.7,82,137.9,1,5.4,39.21,,23.1
285,합천,2018-10,12.7,20.5,6.7,76,239,1.1,6.8,63.83,,15.7
285,합천,2018-11,7.2,15.7,1.3,76,24,.8,5.7,54.62,,9
285,합천,2018-12,1.4,8.3,-4.2,59,24,1,5.4,56.85,,2.3
285,합천,2019-01,.3,8.8,-6,54,15,1,5,69.21,,.7
285,합천,2019-02,3.1,10.5,-3.1,55,28,1.1,5.6,63.74,,4.4
285,합천,2019-03,8.3,16,1,54,36.6,1.4,7.1,64.98,,10.1
285,합천,2019-04,12.9,19.9,6,57,106,1.3,5.2,49.35,,16.3
285,합천,2019-05,19.1,27.7,10.7,53,65,1.4,4.9,69.35,,25.5
285,합천,2019-06,22.3,29,16.6,67,208.6,1.2,4.9,51.79,,28.6
285,합천,2019-07,25,30.1,20.8,73,252.4,1.3,5,37.75,,30.2
285,합천,2019-08,26.4,32.2,21.7,71,101.8,1.1,5.6,48.79,,32.8
285,합천,2019-09,21.6,27.4,17.7,80,297.2,1,6.5,37.14,,24.2
285,합천,2019-10,15.5,22.4,10.3,75,264.1,1,5.3,58.43,,17.8
285,합천,2019-11,8.6,16.7,2.6,70,16,.9,5.2,54.03,,9.9
285,합천,2019-12,2.7,9.8,-2.7,70,26.9,.9,5.7,47.6,,3.4
285,합천,2020-01,2.6,9.1,-2.1,74,78.1,.9,6.3,38.15,,2.9
285,합천,2020-02,4.3,11.3,-1.5,67,37.4,1.1,6.4,60.85,,5.3
285,합천,2020-03,8.8,16,1.7,62,29.7,1.3,8.1,62.75,,11
285,합천,2020-04,11.8,19.2,3.8,54,44.6,1.6,7.2,68.81,,16.1
285,합천,2020-05,18.6,24.9,12.6,71,84.3,1.2,5.2,48.71,,23.2
285,합천,2020-06,23.5,29.8,18,74,186.8,1.1,5.3,44.79,,29.1
285,합천,2020-07,22.7,26.5,19.8,89,573.2,.8,5.2,18.74,,25.3
285,합천,2020-08,27,31.7,23.5,86,466.2,1,5,39.59,,31
285,합천,2020-09,20.1,25.4,16,85,193.7,1.1,8,37.85,,23.4
285,합천,2020-10,13.8,21.4,7.9,75,16.3,.8,7,61.2,,17.7
285,합천,2020-11,8.4,16,2.3,71,17.8,.9,5.8,56.76,,9.6
