지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
162,통영,2015-03,8.6,13.7,4,61,101.4,2.5,10.2,66.22,,10.5
162,통영,2015-04,13.2,17.9,9.5,74,301,2.4,14.9,42.84,,15.4
162,통영,2015-05,18,22.9,14.2,75,160.1,2.1,12,58.6,,23.1
162,통영,2015-06,20.5,24.4,17.7,85,85.8,1.8,7.3,32.71,,24.5
162,통영,2015-07,23.9,27.3,21.6,86,180.9,2.9,17.5,39.76,,26.8
162,통영,2015-08,25.4,29.4,22.6,86,171.4,2,8.4,43.43,,28.2
162,통영,2015-09,21.8,26.5,18.3,79,123,2.3,6.9,54.71,,24.7
162,통영,2015-10,17.5,22.9,13.3,70,73.8,2.1,15.6,74.1,,19.7
162,통영,2015-11,13.1,17,10.2,80,97.2,2.2,8.9,40.33,,13.9
162,통영,2015-12,7.4,11.4,3.8,66,51.3,2.4,8.4,56.75,,6.6
162,통영,2016-01,2.8,7,-.7,56,70.7,2.7,10.5,60.83,,2.3
162,통영,2016-02,5,9.6,.7,52,93.2,2.8,11.4,66.6,,5.9
162,통영,2016-03,9.2,13.6,5.3,67,133.1,2.3,14.4,54.94,,11.9
162,통영,2016-04,14.4,19,10.7,74,262.9,2.3,16.6,47.49,,16.1
162,통영,2016-05,18.7,23.5,14.7,71,106.8,2.4,19.2,54.4,,20.4
162,통영,2016-06,21.6,24.8,19.2,84,112.7,2,9.9,32.47,,23.9
162,통영,2016-07,25.1,28.5,22.9,89,235.5,2.3,13.8,44.5,,28
162,통영,2016-08,27.5,31.9,24.3,74,61.7,2.3,10.4,64.42,,32.3
162,통영,2016-09,22.8,26.4,20.3,83,543.3,2.3,9,29.85,,24.7
162,통영,2016-10,18.4,22.3,15.5,75,194,2.2,14.7,37.3,,19.2
162,통영,2016-11,11.4,15.9,7.6,66,61.7,2.3,8.2,54.99,,10.8
162,통영,2016-12,6.8,11.4,2.6,61,118.1,2.6,15.2,65.21,,5.2
162,통영,2017-01,3.8,8.5,-.6,54,16.2,2.7,8.6,71.44,,2.3
162,통영,2017-02,5,10,.2,53,43,2.8,10.4,72.28,,6.9
162,통영,2017-03,8.6,13.5,4.2,61,32.6,2.4,8.3,60.39,,13.6
162,통영,2017-04,14.6,19.1,10.8,71,148.5,2.7,14.1,57.23,,18.7
162,통영,2017-05,18.5,23.5,14.5,72,34.8,2.2,8.4,63.15,,24.3
162,통영,2017-06,21,25.2,17.9,79,68.4,2.1,7.9,53.65,,28.7
162,통영,2017-07,25.7,29.1,23.2,91,223.3,2.2,10.9,38.38,,31.9
162,통영,2017-08,27.2,30.9,24.3,82,169.7,2.4,9.9,53.89,,33.4
162,통영,2017-09,22.5,27,19.1,75,362.2,2.2,10.1,51.17,,25.5
162,통영,2017-10,17.9,22.3,14.4,75,132.1,2.6,10.8,49.53,,19.3
162,통영,2017-11,10.8,15.8,6.3,64,1,2.2,8.5,70,,11.6
162,통영,2017-12,3.4,8.3,-1,55,17.6,2.5,9.6,74.2,,3.2
162,통영,2018-01,1.8,6.5,-2,55,33.8,2.7,8.8,60.51,,2.1
162,통영,2018-02,3.6,8.3,-.7,51,40.9,2.7,8.9,67.74,,4.1
162,통영,2018-03,9.3,14,5.1,75,222.3,2.6,10.3,55.9,,10.4
162,통영,2018-04,14.1,18.5,10.2,73,170.4,2.6,10.6,53.47,,16.4
162,통영,2018-05,17.9,22.1,14.5,79,227.2,2.4,11.8,42.54,,21.3
162,통영,2018-06,21.2,25.4,18.2,83,306.5,2,12.7,48.56,,24.8
162,통영,2018-07,26.3,30.6,23.4,83,139.2,2,8.7,60.54,,31.2
162,통영,2018-08,27.9,31.6,25.2,80,177.4,2.7,15.2,54.14,,34
162,통영,2018-09,21.8,25.6,19,78,529.4,2.3,9.7,37.12,,23.2
162,통영,2018-10,16.2,21.2,12,67,170.3,2.3,24.8,65.18,,17.1
162,통영,2018-11,11.6,16.8,7.7,66,41.8,1.9,8.7,58.73,,11.6
162,통영,2018-12,5.3,9.6,1.7,54,59.5,2.7,9,53.25,,4.8
162,통영,2019-01,3.8,9.2,-.6,50,18.3,2.4,8.4,64.58,,3.4
162,통영,2019-02,6,11,1.6,55,53.2,2.4,8.1,58.1,,7.2
162,통영,2019-03,10.1,14.6,5.5,63,65.6,2.7,14.3,58.98,,12.1
162,통영,2019-04,13,17.4,9,67,105.6,2,7.2,52.47,,16.1
162,통영,2019-05,18.3,23.4,14,68,95.2,2.1,14.9,65.1,,22.1
162,통영,2019-06,20.8,24.8,17.8,80,411.3,2,10.6,54.3,,23.8
162,통영,2019-07,24.3,27.5,22.1,85,329.3,2.5,12.4,39.99,,26.1
162,통영,2019-08,26.8,30.5,24.1,81,79.2,2.1,11.2,53.26,,29.3
162,통영,2019-09,23.1,27.2,20.4,82,237.1,2.3,17.6,38.99,,24.8
162,통영,2019-10,18.2,22.8,14.6,71,223.9,2.4,15.9,61.17,,19.2
162,통영,2019-11,12.6,17.9,8.4,66,26.1,2.4,12.1,61.18,,12.5
162,통영,2019-12,6.4,11.1,2.6,60,39.8,2.3,7.3,57.86,,5.5
162,통영,2020-01,5.8,10.2,2.3,63,124.6,2.5,14.3,49.43,,5.5
162,통영,2020-02,6.8,11.6,2.5,64,75,2.5,9.4,63.54,,7.6
162,통영,2020-03,10.2,14.8,5.6,65,61.8,2.7,9.9,60.18,,11.5
162,통영,2020-04,12.4,17.2,8,60,72.2,2.8,12.5,69.78,,15.1
162,통영,2020-05,17.8,22.1,14.6,78,119.5,2.2,9.8,50.51,,21
162,통영,2020-06,22,26.3,19,79,371.3,2.1,14.1,51.87,,25.2
162,통영,2020-07,22.5,25.3,20.5,91,607.8,1.9,10.7,21.66,,24.3
162,통영,2020-08,27.1,30.5,24.7,96,273.4,2.9,12.7,48.85,,29
162,통영,2020-09,22.1,25.9,19,86,338.2,2.6,13.6,44.64,,24
162,통영,2020-10,17,22.1,13.3,69,28,2.3,8.3,62.8,,20.5
162,통영,2020-11,12,17.1,7.8,65,54.4,2.5,14.8,67.02,,14.3
162,통영,2020-12,4,9,.1,56,11.5,2.4,8.1,72.27,,4.6
162,통영,2021-01,3.2,8.1,-1.1,60,19.3,2.6,9.4,68,,4.6
162,통영,2021-02,6.7,11.3,2.4,62,70.3,2.9,11.1,62.59,,9.1
162,통영,2021-03,10.9,15.8,6.8,74,157.8,2.7,14.5,56.38,,14.4
162,통영,2021-04,14.6,19.9,10.1,65,103.1,2.6,11.6,61.64,,19
162,통영,2021-05,17.9,22,14.4,79,163.1,2.6,14.5,51.61,,22.1
162,통영,2021-06,21.8,25.8,18.9,84,182.3,2,8.5,50.63,,26.6
162,통영,2021-07,26.5,30.1,23.9,85,404.5,2.3,13,46.9,,29.7
162,통영,2021-08,26.7,30.4,24,84,477,2.4,18.5,46.45,,28.9
162,통영,2021-09,23,26.6,20.3,82,145.5,2.1,9.9,33.85,,24.6
162,통영,2021-10,18.3,23.4,14.3,74,5.9,2.2,8.1,63.07,,20
162,통영,2021-11,12,17.4,7.8,66,67.1,2.3,12.3,71.4,,12.3
162,통영,2021-12,5.8,10.7,1.5,58,4.2,2.6,9.6,77.89,,6.8
162,통영,2022-01,3.4,8.8,-.8,49,0,2.3,9.5,73.89,,5.1
162,통영,2022-02,3.4,8.5,-1,46,0,2.9,10,73.85,,8.5
162,통영,2022-03,10,14.6,5.8,69,121,2.3,14.9,47.95,,15.3
162,통영,2022-04,14.5,19.4,10.6,69,191.7,2,8.8,57.16,,19.6
162,통영,2022-05,18.6,23.9,14.4,63,.1,1.8,8.1,68.12,,26.6
162,통영,2022-06,21.8,25.2,19.4,83,101.5,3,10.1,38.47,,27.3
162,통영,2022-07,26.1,30,23.4,84,151.8,2,12.3,52.93,,30.9
162,통영,2022-08,26.2,29.5,23.7,85,186.9,2.6,11.1,44.83,,30
162,통영,2022-09,22.9,27.2,19.8,80,159.4,2.5,13.2,44.52,,27.9
162,통영,2022-10,17.3,22.3,13.3,73,10.4,2.6,11.5,67.98,,24.6
172,고창,2014-07,24.3,28.4,21.2,87,267.1,2.3,10.3,27.78,479.2,26.2
172,고창,2014-08,23.2,27,20.6,91,475.8,2.2,16.5,21.69,377.63,24.9
172,고창,2014-09,20.6,26.1,16.1,84,75.2,1.6,10.5,48.38,473.22,23.6
172,고창,2014-10,14.9,21.3,8.9,80,93.6,2.1,10.4,63.27,426.64,16.9
172,고창,2014-11,9.1,14.2,4.4,82,82,2.3,14.7,45.9,266.57,9.5
172,고창,2014-12,.6,4.7,-3.4,80,59.1,3.3,13.7,38.71,234.07,2.2
172,고창,2015-01,.8,5.3,-3.6,80,54.5,2.8,10.9,46.49,267.05,1.9
172,고창,2015-02,2.2,6.8,-2.1,76,13.2,3.1,11.2,42.68,292.14,3.2
172,고창,2015-03,5.9,12.8,-.1,70,36.1,2.8,11.8,62.75,523.47,8.5
172,고창,2015-04,12.4,18.6,6.9,77,110.6,2.5,15.6,44.67,484.29,15.3
172,고창,2015-05,17.3,24.1,11.5,73,34.1,2.5,17.7,60.32,708.39,23.1
172,고창,2015-06,21.6,26.4,17.7,81,156.6,2.3,14.9,35.1,527.02,25.8
172,고창,2015-07,24.7,28.9,21.6,87,181.4,2.5,13,33.82,523.96,28.1
172,고창,2015-08,25,29.9,21.2,87,73,2,9.3,45.05,556.19,30.2
172,고창,2015-09,20.5,26.6,15.1,83,33.3,1.7,8.4,59.48,433.34,25.4
172,고창,2015-10,15.1,21.5,9.7,81,105.9,2.3,13.7,61.23,439.46,17.3
172,고창,2015-11,10.9,14.7,7.2,89,97.6,2.3,12,21.95,172.56,11.1
172,고창,2015-12,4.6,8.6,.7,83,59.8,2.8,15,39.44,216.41,4.8
172,고창,2016-01,-.1,3.7,-3.4,82,53.6,2.8,12.5,36.72,244.57,1.4
172,고창,2016-02,2.6,7,-1.9,74,30,3.5,12.9,49.19,333.47,3.3
172,고창,2016-03,6.7,12.8,1.3,75,20,2.6,10.9,62.01,518.2,8.7
172,고창,2016-04,13.9,20.7,8.4,79,176.2,2.8,20.6,49.34,525.6,14.1
172,고창,2016-05,18.7,25.1,13.1,77,105.8,2.8,13.9,59.05,676.55,20.2
172,고창,2016-06,22.1,26.8,18.5,87,74.4,2.3,9,36.04,529.07,25
172,고창,2016-07,26.1,30.3,22.8,88,198.5,2.7,18.4,43.86,573.87,29.2
172,고창,2016-08,26.6,31.9,22.6,86,47,2.2,14.1,58.23,612.33,31
172,고창,2016-09,22,27.2,18.2,89,157.7,2.1,9.5,37.82,413.36,24.7
172,고창,2016-10,16.3,20.9,12.5,87,164.1,2.4,11.5,28.85,307.48,16.9
172,고창,2016-11,8.9,13.8,4.1,79,27.1,2.7,8.6,48.69,277.04,8.8
172,고창,2016-12,4.3,8.9,-.4,81,36.5,3.1,11.5,41.14,212.91,3.8
172,고창,2017-01,.9,6,-3.7,81,20.7,2.8,13,50.53,212.27,2.2
172,고창,2017-02,1.7,7.1,-3.3,77,38.5,3.3,12.3,60.66,271.06,2.5
172,고창,2017-03,5.2,12.2,-.9,72,22.2,2.6,11.2,61.13,393.17,7.8
172,고창,2017-04,13,19.9,6.8,73,48.8,2.8,11.1,64.38,444.51,15.1
172,고창,2017-05,18.1,24.7,11.8,75,30.2,2.2,9.8,64.19,519.03,21.8
172,고창,2017-06,21.5,27.4,16.6,80,17.7,2.4,13.7,52.33,480.25,26.2
172,고창,2017-07,27,30.9,24.1,93,277.8,2.5,12.2,31.05,367.52,28.6
172,고창,2017-08,25.9,30.4,22.2,91,243.4,2.3,8.5,50.49,420.5,27.8
172,고창,2017-09,20.6,26.3,15.5,89,115.1,1.7,8.1,56.83,363.99,23
172,고창,2017-10,15.2,20.9,10.5,87,38.7,2.2,12.3,51.53,278.43,16.5
172,고창,2017-11,7.2,13.5,1.4,76,4.1,2.9,13.5,64.34,237.2,8.4
172,고창,2017-12,.9,5.5,-3.4,80,44.7,2.7,11.1,47.33,179.42,2
172,고창,2018-01,-1.6,3,-5.8,82,44,2.8,12,50.99,205.03,.8
172,고창,2018-02,-.1,5.2,-5.1,75,48.1,2.9,13.9,53.67,256.91,1.5
172,고창,2018-03,8.3,14.7,2.8,85,77.6,2.8,12.2,53.72,353.52,9.2
172,고창,2018-04,13.2,19.5,7.2,80,102,3.3,12.4,54.56,415.94,14.3
172,고창,2018-05,17.9,23.6,12.8,85,64.2,2.8,10.7,44.52,428.52,20.4
172,고창,2018-06,22.1,27.7,18.1,86,168.4,2.4,8.7,47.99,452.34,26.7
172,고창,2018-07,27,32.2,23.1,84,183.7,2.3,8.9,60.55,501.83,31.5
172,고창,2018-08,27.8,32.7,23.9,76,269.6,2.8,11.7,55.52,437.19,32.1
172,고창,2018-09,20.9,26.1,16.5,79,118.1,2.1,10.9,47.43,339.42,22.8
172,고창,2018-10,13.3,19.3,8,76,150.6,2.6,14.7,65.54,323.63,15.2
172,고창,2018-11,8.4,14.9,2.9,76,43.4,2.1,12.6,63.6,233.1,9.3
172,고창,2018-12,1.9,6.3,-2.5,71,47.2,3.1,10.5,49.66,190.55,3
172,고창,2019-01,.4,5.4,-3.9,71,15.4,2.6,10.9,62.37,234.59,.8
172,고창,2019-02,2.1,7.6,-2.8,68,31.5,2.8,10.9,52.77,253.57,3
172,고창,2019-03,6.8,13.3,.7,70,17.4,3,14.9,57.75,371.54,8.9
172,고창,2019-04,11.5,17.6,5.8,73,79.1,2.4,11.1,46.19,369.05,13.4
172,고창,2019-05,17.7,24.7,10.9,65,57.9,2.6,10.6,66.42,543.51,21.3
172,고창,2019-06,20.8,26,16.6,81,72.2,2.1,9.9,47.6,447.02,25.2
172,고창,2019-07,24.8,29.1,21.5,85,142.9,2.6,12.4,37.25,393.61,27.2
172,고창,2019-08,26,30.7,22.2,84,238.8,2.1,10.1,50.04,411.07,28.7
172,고창,2019-09,21.8,26.6,18.1,86,247.5,2.4,16.1,42.27,349.06,23.9
172,고창,2019-10,15.7,21.5,10.6,81,119.8,2.1,10.9,60.17,550.39,17.5
172,고창,2019-11,9.4,15.8,3.7,76,44.6,2.1,9.9,57.78,414.75,10
172,고창,2019-12,4,8.7,-.6,73,32.4,1.9,10.8,48.84,204,4.2
172,고창,2020-01,3.3,7.9,-.5,78,58,2.6,13.6,40.14,177.44,3.7
172,고창,2020-02,4,9.4,-.9,77,41.6,3,11.2,57.42,257.76,5
172,고창,2020-03,7.4,13.7,1.3,69,42.9,3.2,11.9,65.41,404.36,9.1
172,고창,2020-04,9.8,16,3.8,66,33.9,3.3,13.7,73.31,503.29,12.8
172,고창,2020-05,17.6,23.2,12.9,78,100.3,3,15.1,47.07,437.58,20.4
172,고창,2020-06,22.4,27.7,18.6,83,136.4,2.5,13.4,38.24,423.26,25.3
172,고창,2020-07,23,26.7,20.5,89,454.2,2.3,12.9,16.81,299.53,24.6
172,고창,2020-08,27.4,31.5,24.4,84,362.3,2.9,14.5,41.68,386.87,28.8
172,고창,2020-09,20.7,25.7,16.9,85,227.9,2.4,17.3,41.75,322.06,22.3
172,고창,2020-10,14,20.5,8.6,73,10.2,2.3,8.9,62.88,335.68,16.3
172,고창,2020-11,9,14.7,4.6,70,58.3,3,10.1,49.29,192.64,9.5
172,고창,2020-12,1.1,6.7,-3.3,71,28.7,2.8,10.6,49.66,267.08,1.7
172,고창,2021-01,0,5.1,-4.6,76,46.2,2.9,13.8,45.34,277.59,1.7
172,고창,2021-02,3.8,9.5,-1.3,67,33,3.1,10.8,52.74,327.95,4.1
172,고창,2021-03,8.3,14.8,2.9,71,86,2.9,12.5,55.61,500.63,10.1
172,고창,2021-04,13.2,19.5,7.3,55,29.3,3.1,13.2,57.36,606.8,17.3
172,고창,2021-05,17.1,22.9,11.5,66,93.5,3.2,11,47.33,616.69,20.6
172,고창,2021-06,22.7,27.9,18.5,74,143.2,2.5,9.8,47.68,631.7,26.1
172,고창,2021-07,26.8,31.6,22.9,78,185.5,2.5,10.9,45.74,621.75,30
172,고창,2021-08,25.7,30.5,22.2,80,345.7,2.3,10.1,38.58,497.4,28.3
172,고창,2021-09,22.4,27,18.5,81,139.9,2.6,13.4,37.77,426.77,24
172,고창,2021-10,15.8,22.2,10.7,77,43.9,2.3,9.1,60.59,434.83,17.6
172,고창,2021-11,9.2,15.4,4,75,86.4,2.6,14.3,51.05,287.46,9.2
172,고창,2021-12,2.8,8.3,-1.8,73,23.2,2.9,11.3,44.47,251.42,3.4
172,고창,2022-01,-.4,4.8,-4.7,67,7.3,2.5,9,55.69,319.71,.5
172,고창,2022-02,.1,5.7,-4.9,61,5.1,3.1,10.6,59.15,386.39,1.7
172,고창,2022-03,7.5,14,1.6,66,91.8,2.9,12,47.66,446.68,8.8
172,고창,2022-04,13.3,20.3,7.4,57,38.3,2.7,9,65.89,643.51,16.2
172,고창,2022-05,17.6,24.5,11.2,61,1.5,2.4,8.2,68.17,782.1,22.4
172,고창,2022-06,23.2,27.8,19.5,75,130.4,3.1,10.5,39.29,589.25,26
172,고창,2022-07,26.6,30.8,23,80,120.5,2.8,12.7,40.33,579.39,27.8
172,고창,2022-08,26.3,30,23.2,81,126.9,2.9,9.5,35.66,507.23,27.3
172,고창,2022-09,21.6,27.1,17.3,77,81.9,2.6,13.3,42.92,472.34,23.8
172,고창,2022-10,14.1,20.7,8.4,72,40.4,2.5,10.9,67.62,478.75,15.2
176,대구(기),2014-07,26.1,31.1,22.3,74,124.5,2,11.2,32.38,514.18,30.9
176,대구(기),2014-08,23.8,27.6,20.9,84,409.9,2.2,7.1,19.52,349.61,26.4
176,대구(기),2014-09,21.4,26.6,17,76,105.5,1.8,6.6,45.24,435.02,26.1
176,대구(기),2014-10,15.4,21.1,10.4,73,80.1,1.6,7.8,58.41,383.36,18.3
176,대구(기),2014-11,9.4,14.8,4.5,68,42.6,1.7,8.7,54.85,265.89,10.5
176,대구(기),2014-12,.5,5,-3.7,54,6.8,2.9,12.1,62.6,258.32,.8
176,대구(기),2015-01,1.4,5.9,-2.8,59,21.5,2.3,8.2,59.93,277.62,1.7
176,대구(기),2015-02,3,8.3,-1.7,55,11.6,2.6,9.5,58.13,317.68,3.8
176,대구(기),2015-03,8.2,14.7,1.9,49,44.4,2.5,10.4,67.8,512.64,10.4
176,대구(기),2015-04,13.6,19.4,8.3,66,76.4,2.5,9.8,42.02,454.25,16.4
176,대구(기),2015-05,20.7,27.3,14.1,53,30.5,2.1,8.2,64.84,687.75,26.4
176,대구(기),2015-06,,,,,4.1,,6.2,46.58,207.46,
192,진주,2014-07,24.5,29,20.9,84,186.3,1.1,5.3,38.31,482.1,27.4
192,진주,2014-08,23.7,27.7,20.8,86,580.6,1.2,6.4,27.97,361.01,25.6
192,진주,2014-09,20.8,26.8,16,78,129.3,.9,3.9,53.8,454.67,23.7
192,진주,2014-10,14.8,21.8,9.1,75,164.5,1,5.3,65.39,416.22,17.4
192,진주,2014-11,8.6,15.7,3,74,78.1,.9,6.9,62.61,293.66,9.9
192,진주,2014-12,.6,7.1,-4.8,59,11.3,1.4,8.2,72.76,292.84,1.7
192,진주,2015-01,.9,7.8,-5,62,29.8,1.1,6.3,63.96,302.79,1.4
192,진주,2015-02,2,8.9,-4.2,62,46,1.1,7.1,64.47,336.62,3.2
192,진주,2015-03,7.1,14.5,.1,58,94.5,1.4,6.6,70.73,523.63,8.4
192,진주,2015-04,12.7,18.9,7.1,70,225.9,1.3,8.2,47.69,442.96,14.6
192,진주,2015-05,18.5,25.4,12,60,127.7,1.3,7.6,64.31,668.29,22.3
192,진주,2015-06,20.9,26.1,16.6,71,95.9,1.2,4.5,40.17,488,25.2
192,진주,2015-07,23.9,28.4,20.4,76,221.1,1.3,6.4,38.63,468.51,26.4
192,진주,2015-08,24.9,30.2,20.8,74,118.3,1,4,49.26,515.34,29
192,진주,2015-09,20.2,26.1,15.1,72,136.1,1.1,4.9,57.05,457.16,22.8
192,진주,2015-10,14.7,22.8,8.4,68,70,1,6.1,75.98,458.37,17.4
192,진주,2015-11,10.7,15.9,6.4,77,110.4,.8,6.6,40.04,219.7,12.5
192,진주,2015-12,4.2,10.3,-1.4,67,49.1,1,7.3,58.85,255.09,5.5
192,진주,2016-01,-.2,6.3,-5.5,57,35.4,1.1,7.4,61.01,211.18,1.1
192,진주,2016-02,2.7,9.4,-3.6,51,76.4,1.4,7.3,68.48,255.74,4.1
192,진주,2016-03,7.9,14.4,1.8,59,121,1.2,5.9,56.78,314.74,10.2
192,진주,2016-04,13.9,20.4,8.2,65,299.7,1.2,8.4,49.58,335.06,16.5
192,진주,2016-05,18.2,25.3,11.3,63,153.9,1.3,8.7,57.96,435.54,21.7
192,진주,2016-06,21.9,26.9,17.8,73,113.8,1.2,6.1,37.82,340.18,26
192,진주,2016-07,25.6,30.4,22.1,77,161,1.1,5.2,43.88,360.54,29.6
192,진주,2016-08,26.7,33,21.9,69,74.8,1.2,7.3,63.02,407.34,32
192,진주,2016-09,21.5,26,17.8,79,407.5,.9,4.4,29.57,222.22,23.5
192,진주,2016-10,16,21.3,11.6,76,170.1,.8,7.9,34.78,204.38,17.8
192,진주,2016-11,8.3,15,2.6,66,37,.9,4.8,57.35,194.59,9.3
192,진주,2016-12,3.2,10.1,-2.7,61,84,.9,8.4,61.02,183.97,3.4
192,진주,2017-01,.8,7.8,-5.3,53,8.1,1.2,6.2,70.6,226.89,1.3
192,진주,2017-02,2.9,9.8,-4.1,48,37.8,1.3,6.6,74.11,271.29,3.7
192,진주,2017-03,6.6,14,-.4,55,31.4,1.2,6.4,62.4,338.61,9
192,진주,2017-04,14.4,21.4,7.3,57,94.9,1.4,6.5,60.66,383.93,17.1
192,진주,2017-05,18.4,26.1,10.8,59,43.8,1.1,5.8,65.32,453.36,24.7
192,진주,2017-06,21.7,28.6,15.7,62,52,1.3,5.8,54.47,436.31,29.1
192,진주,2017-07,27,32.1,23.4,79,96,1.2,4.5,33.19,403.22,31.1
192,진주,2017-08,26.3,31.5,22,75,166.4,1.1,4.6,50.56,432.23,29.6
192,진주,2017-09,20.7,27,15.1,69,116.6,1,4.7,54.58,384.81,24.1
192,진주,2017-10,15.9,22.1,11,68,105.7,1.1,5.5,49,298.72,17.7
192,진주,2017-11,7.4,15.5,.4,58,0,1.1,6.1,72.78,279.12,8.7
192,진주,2017-12,.4,7.8,-6,51,14,1.3,6.4,72.01,229.46,.9
192,진주,2018-01,-.5,6.1,-6.3,52,29.9,1.2,6.1,65.1,193.01,.4
192,진주,2018-02,1.2,8.4,-5.8,44,30.8,1.3,6.6,67.81,227.1,2.1
192,진주,2018-03,8.2,15.3,1.5,66,179.2,1.3,6.7,56.72,284.68,9.5
192,진주,2018-04,13.6,20.3,7.1,63,127.8,1.5,6.3,57.71,513.19,
192,진주,2018-05,18,23.8,12,69,94.3,1.4,6.6,45.65,555.12,20.4
192,진주,2018-06,21.9,27.9,16.9,71,207.7,1.2,4.2,46.25,558.28,26.3
192,진주,2018-07,26.6,31.8,22.3,73,240.8,1.1,4.3,54.76,616.53,32.3
192,진주,2018-08,27,32.6,22.6,73,212.7,1.3,6.6,51.57,530.28,32.5
192,진주,2018-09,20.6,25.5,16.2,75,201.6,.8,5.8,36.43,376.48,22.6
192,진주,2018-10,13.2,20.6,7,71,224.1,.8,5.8,65.92,414.24,15.6
192,진주,2018-11,7.8,16,1.5,70,27.5,.6,5.7,60.49,293.14,8.7
192,진주,2018-12,2.6,9,-2.8,54,29,1.1,5.6,59.46,281.93,2.6
192,진주,2019-01,.9,9.2,-5.8,52,13.5,.9,5.3,71.73,343.57,1
192,진주,2019-02,3.7,10.9,-2.2,52,43.5,1,6.2,65.39,369.72,4.5
192,진주,2019-03,8.4,15.5,1.3,62,42,1.2,7.5,69.46,530.71,10.7
192,진주,2019-04,12.4,18.9,5.8,68,114.6,1.1,5.3,52.75,505.62,15.4
192,진주,2019-05,18.4,26.4,10.6,64,132.3,1.1,4.4,69.98,714.82,23
192,진주,2019-06,21.5,27.4,16.7,76,243.7,1,4.1,54.63,628.71,27.5
192,진주,2019-07,24.9,28.9,21.3,81,234,1.1,4.7,42.92,522.9,28.4
192,진주,2019-08,26.4,31.5,22.1,79,65.4,1,5.3,54.67,548.18,31.7
192,진주,2019-09,22.1,26.8,18.4,83,352.2,.9,6.7,39.52,380.07,24.4
192,진주,2019-10,16.1,22.5,10.8,77,177.4,.8,6.5,64.02,418.61,17.9
192,진주,2019-11,9.4,17.2,3.1,71,21.5,.8,4.9,66.61,332.68,10.4
192,진주,2019-12,2.9,10.2,-2.8,66,41.5,.8,5.7,63.4,283.57,3.2
192,진주,2020-01,3,9.8,-2.2,70,105.7,.7,8,54.97,278.89,3.3
192,진주,2020-02,4.5,11.2,-1.6,65,46.1,1,7.7,67.47,381.28,5.3
192,진주,2020-03,8.7,15.8,1.5,60,41.1,1.2,8.5,68.7,546.23,11
192,진주,2020-04,11.4,18.7,3.5,56,67.9,1.1,7,72.48,649.95,15.5
192,진주,2020-05,18.2,24.3,12.5,73,110.1,.9,6,54.84,624.39,22.1
192,진주,2020-06,23,29.1,17.9,79,234.2,.9,7.5,53.84,639.16,27.3
192,진주,2020-07,22.7,26.5,20.1,90,587.5,.8,4.5,21.38,373.42,25
192,진주,2020-08,27.3,31.7,24.1,85,356.7,1.1,6.8,49.18,531.29,30.1
192,진주,2020-09,20.7,25.8,16.3,80,200,1.1,8.6,44.87,417.63,23
192,진주,2020-10,14.5,21.9,8.5,69,28.6,.8,5.2,69.63,465.88,17.5
192,진주,2020-11,9.1,16.3,2.8,68,25.6,.8,5.2,64.62,326.85,10
192,진주,2020-12,1.3,8.6,-4.4,61,9.2,1,6.1,70.79,312.07,1.8
192,진주,2021-01,.6,7.3,-5.6,63,15.8,1.1,7.6,64.41,319.13,1
192,진주,2021-02,4.8,12,-2.1,58,24.9,1.2,7.3,65.77,373.17,5.1
192,진주,2021-03,9.8,16.9,2.9,70,159.2,1.1,5.8,65.37,507.27,11.4
192,진주,2021-04,13.6,21.1,6.3,62,82.2,1.2,7.4,66.52,614.28,16.9
192,진주,2021-05,17.6,23.8,11.3,72,116.9,1.2,6.2,53.91,615.57,20.9
192,진주,2021-06,22.2,27.5,17.5,80,101.7,.9,3.4,47.67,585.49,25.5
192,진주,2021-07,26.2,31,22.3,84,359.3,.9,4.3,51.59,590.16,29.3
192,진주,2021-08,26,30.9,22.4,83,320.2,.9,4.1,46.97,525.26,29
192,진주,2021-09,21.9,26.4,18.1,84,122.4,.9,4.7,37.7,369.68,24.2
192,진주,2021-10,15.9,22.9,10.3,79,46.2,.7,4.8,67.84,448.81,17.7
192,진주,2021-11,8.4,16.4,2,75,44.3,.8,6.4,68.17,329.3,8.8
192,진주,2021-12,2.5,10,-3.7,64,1.9,1,7,72.27,315.56,2.9
192,진주,2022-01,.4,8.3,-6,52,0,.7,5.6,74.46,353.67,1.1
192,진주,2022-02,1.4,8.4,-5.6,46,0,1.2,6.8,80.08,426.8,4.3
192,진주,2022-03,8.7,15.9,1.6,66,115.9,1.1,7,59.86,478.65,11.7
192,진주,2022-04,14.3,21.5,7.4,66,69.5,1.1,4.9,67.29,611.62,18.8
192,진주,2022-05,18.8,26.5,10.9,60,.9,1.1,6,71.51,759.86,25.3
192,진주,2022-06,22.7,27.8,18.4,78,121.3,1.2,4.1,47.51,574.17,26.3
192,진주,2022-07,26.5,31.4,22.5,82,218,.9,5.2,50.66,595.94,28.8
192,진주,2022-08,26.3,30.3,22.9,83,157.3,1,5.2,41.62,481.28,28.4
192,진주,2022-09,21.8,27.3,17,77,166.6,.9,7.3,47.26,443.05,24.2
192,진주,2022-10,15.1,22.1,8.7,73,22.3,.9,6.1,70.21,432.77,18.1
